interaction_id,userId,productId,session_id,action_type,timestamp,view_duration,rating,product_name,category,brand,description,search_query,current_price,discount_percent,in_stock,preference_score
I3669,U008,B0FG335G3W,S8433,cart,2025-09-23 04:22:43,79,4.3,"Magnetic Sport Band Compatible with Apple Watch Bands for Men - Secure Fit Soft Silicone Waterproof Strap for iWatch Ultra 3/2/1 49mm, Series 11/10 46mm, Series 9-4 SE 45-44mm, Series 3/2/1 42mm",Wearables,Apple,"Upgrade your lifestyle with the Premium Quality Magnetic Sport Band Compatible with Apple Watch Bands for Me.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",apple watch series 9,14.24,20,22,3.238
I2346,U004,B0C5H1WHMR,S7611,view,2025-09-23 04:22:43,208,4.3,"Bluetooth Mouse Ergonomic Shape, Silent Click, 18-Month Battery Life, 2000DPI, 5 Buttons, Optical Sensor, Compatible with PC, Mac, Laptop, SHELLPA, Black (M-SH20BBSKBK)",Computer Accessories,Elecom,"Upgrade your lifestyle with the ELECOM Bluetooth Mouse Ergonomic Shape, Silent Click, 18-Month Batt.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",logitech mx master 3s mouse,7.99,0,80,1.683
I3426,U009,B0B3RC6M94,S5002,view,2025-09-23 04:22:43,190,4.4,"Wireless Charging Station,3 in 1 Charging Stand Made for Apple Watch Ultra 11 10 9 8 7 6 SE 5 4 3,Fast Wireless Charger Made for iPhone 17/Air/16/15/14/13/12,for AirPods Pro(with Adapter) (Black)",Wearables,Apple,"Discover the ultimate Item experience with Premium Quality. The Wireless Charging Station,3 in 1 Charging Stand Made for App... combines sleek design with outstanding performance.",apple watch series 9,18.04,0,28,1.621
I241,U003,B0DSVV35VP,S7333,view,2025-09-23 04:22:43,155,4.0,"Aluminum Stand Hub for Mac mini M4/M4 Pro, Docking Station with with NVMe SSD Enclosure, 2 USB-A 10Gbps, TF/SD 4.0 Card Readers 312MB/s, USB-A 2.0, Fits M.2 NVMe SSD up to 8TB",Computers & Laptops,Qwiizlab,"Upgrade your lifestyle with the Qwiizlab Aluminum Stand Hub for Mac mini M4/M4 Pro, Docking Station w.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",mac mini m4,48.45,0,82,1.5
I2149,U020,B07J2FYS6N,S1205,view,2025-09-23 04:22:43,185,4.4,65W 45W Charger Compatible with Dell Laptop Inspiron 11/13/14/15/17 3000 5000 7000 Series 3583 3593 5570 Latitude E5450 XPS 13-65 45 Watt AC 2-in-1 Computer Adapter Power Cord 4.5 * 3.0 mm Jack,Computers & Laptops,Iefuu,Discover the ultimate Item experience with IEFUU. The 65W 45W Charger Compatible with Dell Laptop Inspiron 11/13/1... combines sleek design with outstanding performance.,dell xps 13 laptop,19.99,20,22,1.603
I599,U013,B0DJY9WJ4P,S8785,view,2025-09-23 04:22:43,147,3.4,"Apple iPhone 15 Pro Max, 512GB, White Titanium for Boost Mobile (Renewed)",Smartphones,Apple,"Discover the ultimate Item experience with Premium Quality. The Apple iPhone 15 Pro Max, 512GB, White Titanium for Boost Mob... combines sleek design with outstanding performance.",iphone 15,709.97,5,78,1.472
I1468,U004,B0B6GHW1SX,S5991,purchase,2025-09-23 04:22:43,57,4.1,"MOMENTUM 4 Wireless Headphones - Bluetooth Headset for Crystal-Clear Calls with Adaptive Noise Cancellation, 60h Battery Life, Lightweight Folding Design, Black",Audio & Speakers,Sennheiser,"Upgrade your lifestyle with the Sennheiser MOMENTUM 4 Wireless Headphones - Bluetooth Headset for Cryst.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",sony wh-1000xm5 headphones,199.95,20,64,5.162
I205,U018,B0F99LJ224,S7929,view,2025-09-23 04:22:43,36,4.3,"Mac mini M4 Dock, MiniPack Expansion Dock, 6-in-1 Aluminum Mac mini M4 Hub with 2xUSB A 10Gbps, 2xUSB C 10Gbps, SD/TF Card Readers with High-Speed Data Transfer & Multi-Device Connectivity",Computers & Laptops,Mac,"Upgrade your lifestyle with the Premium Quality Mac mini M4 Dock, MiniPack Expansion Dock, 6-in-1 Aluminum M.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",mac mini m4,25.15,0,34,1.09
I1607,U003,B0D2RV8FM1,S6464,view,2025-09-23 04:22:43,149,4.6,"SAMSUNG Galaxy S24+ Plus Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black (Renewed)",Smartphones,Samsung,"Discover the ultimate Item experience with Premium Quality. The SAMSUNG Galaxy S24+ Plus Cell Phone, 256GB AI Smartphone, Un... combines sleek design with outstanding performance.",samsung galaxy s24 ultra,443.0,0,87,1.479
I3631,U009,B0C41KZSNV,S4376,cart,2025-09-23 04:22:43,227,4.3,"Fashion Bracelet for Apple Watch, Secure, Adjustable, Apple Watch Replacement Band, Fits Most Wrists",Wearables,Anne Klein,"Upgrade your lifestyle with the Anne Klein Fashion Bracelet for Apple Watch, Secure, Adjustable, Apple .... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",apple watch series 9,45.0,0,33,3.748
I2649,U012,B0BFXHQHZ3,S9302,view,2025-09-23 04:22:43,94,3.7,Sony Playstation 5 Digital Edition PS5 Console. (Disc Free)+ Additional Controller (Renewed),Gaming,Playstation,Looking for the best in Item? The Sony Playstation 5 Digital Edition PS5 Console. (Disc Free)+... by Premium Quality provides exceptional value and reliability. Built to last.,sony playstation 5 console,619.99,5,122,1.29
I3885,U010,B0DLP2P3VV,S7632,view,2025-09-23 04:22:43,268,4.6,"MonsDirect Case for 7"" Kindle Paperwhite (12th Generation, 2024) & Kindle Colorsoft Signature Edition, Ultra Thin PU Leather Hard Protective Cover with Hand Strap for 7"" E-Reader, Beach",E-Readers,Kindle,"Upgrade your lifestyle with the Premium Quality MonsDirect Case for 7"" Kindle Paperwhite (12th Generation, 2.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",kindle paperwhite 2024,16.99,0,116,1.8900000000000001
I753,U014,B0F1GY8F7F,S8848,cart,2025-09-23 04:22:43,117,4.7,"Dell 24 Monitor - SE2425HM - 23.8-inch Full HD (1920x1080) 16:9 100Hz Display, IPS Panel, 16.70 Million Colors, Anti-Glare, 1 HDMI / 1 VGA Port, TÜV Rheinland 3-Star*, Comfortview Plus - Black",Monitors,Dell,"Upgrade your lifestyle with the Premium Quality Dell 24 Monitor - SE2425HM - 23.8-inch Full HD (1920x1080) 1.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",monitor,15355.0,15,61,3.3689999999999998
I189,U008,B0FSZHDJ9W,S1046,cart,2025-09-23 04:22:43,151,4.0,"MiniRaid 10-in-1 Docking Station with Dual-Bay M.2 NVMe/SATA SSD Enclosure for Mac mini M4 Pro, Raid 0/1/PM, USB C HUB with HDMI 4K@60Hz, 10Gbps, PD60W, SD/TF Slot, RJ45 for Creator-MR10 Pro",Computers & Laptops,Orico,"Upgrade your lifestyle with the ORICO MiniRaid 10-in-1 Docking Station with Dual-Bay M.2 NVMe/SATA.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",mac mini m4,129.99,5,136,3.4859999999999998
I567,U005,B0DWFNSGJ5,S6234,view,2025-09-23 04:22:43,95,4.9,"Apple iPhone 15 Pro, US Version, 512GB, Black Titanium for TracFone (Renewed Premium)",Smartphones,Apple,"Looking for the best in Item? The Apple iPhone 15 Pro, US Version, 512GB, Black Titanium for T... by Premium Quality provides exceptional value and reliability. Built to last.",iphone 15,669.97,0,20,1.293
I4094,U002,B07T185XKB,S1680,view,2025-09-23 04:22:43,212,4.8,Flip 5 (Black) + Bundle with divvi! Protective Hardshell Case,Audio & Speakers,Jbl,Looking for the best in Item? The Flip 5 (Black) + Bundle with divvi! Protective Hardshell Cas... by JBL provides exceptional value and reliability. Built to last.,jbl flip 6 portable speaker,79.95,0,125,1.697
I2057,U015,B0BB1SNN8Z,S8679,view,2025-09-23 04:22:43,90,4.3,"65W 45Watt Compatible with Dell Laptop USB C Charger Latitude 5420 5520 5320 7420 5430 7390 7320 7400,XPS 13 Chromebook 3100 Computer Type C Fast Charging AC Adapter Power Supply Cord",Computers & Laptops,Tskybear,Discover the ultimate Item experience with TSKYBEAR. The 65W 45Watt Compatible with Dell Laptop USB C Charger Latitud... combines sleek design with outstanding performance.,dell xps 13 laptop,19.99,0,11,1.276
I3172,U009,B08VF2KT61,S4760,view,2025-09-23 04:22:43,176,4.5,"[2 Pack] Firestick Remote Cover,Silicone TV Remote Control Case for Streaming Media Devices,Firestick Lite 2020,FireStick 4K ,TV Cube,(2018-2020) Release (Limegreen+DeepSkyBlue)",Streaming Devices,Pack,"Discover the ultimate Item experience with Premium Quality. The [2 Pack] Firestick Remote Cover,Silicone TV Remote Control C... combines sleek design with outstanding performance.",amazon fire tv stick 4k,9.98,5,146,1.572
I966,U007,B0FM814ZLK,S8849,purchase,2025-09-23 04:22:43,252,4.3,"FOPO 14"" Laptop Screen Extender, FHD 1080P IPS Monitor Extender, Just 1 Cable for 3 Screens Quad Monitor, Triple Extender for 12""-17.3"" Laptops, Compatible with Windows 10/11 and Mac M1/M2/M3",Monitors,Fopo,"Upgrade your lifestyle with the Premium Quality FOPO 14"" Laptop Screen Extender, FHD 1080P IPS Monitor Exten.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",monitor,444.11,10,35,5.834
I4047,U019,B0DNF9J3WC,S5757,view,2025-09-24 04:22:43,13,4.4,"CoBak Magnetic Case for 7"" Kindle Paperwhite 12th Gen 2024 and Kindle Colorsoft - Compatible with iPhone MagSafe, for Samsung/Belkin/Anker Wireless Charging Pads, Lightweight, Auto Sleep Wake",E-Readers,Samsung,"Discover the ultimate Item experience with Premium Quality. The CoBak Magnetic Case for 7"" Kindle Paperwhite 12th Gen 2024 a... combines sleek design with outstanding performance.",kindle paperwhite 2024,15.99,15,75,1.01
I2859,U009,B0DNSHR6VT,S2511,view,2025-09-24 04:22:43,140,4.8,"5ft PS5 PS4 Power Cord Replacement Compatible with Sony PlayStation 5 4 Consoles, 90 Degree Angled 18AWG ETL Listed 2-Prong AC Power Supply Cable, Black",Gaming,Agvee,Discover the ultimate Item experience with AGVEE. The 5ft PS5 PS4 Power Cord Replacement Compatible with Sony Play... combines sleek design with outstanding performance.,sony playstation 5 console,8.99,10,17,1.448
I1455,U007,B0DRV63Q44,S5096,cart,2025-09-24 04:22:43,164,3.5,"Silicone Headphone Cover Kit for Sony WH-1000XM5, Scratch Protection Case, Earpiece Guards and Skin Protector (Black)",Audio & Speakers,Geekria,"Looking for the best in Item? The Silicone Headphone Cover Kit for Sony WH-1000XM5, Scratch Pr... by GEEKRIA provides exceptional value and reliability. Built to last.",sony wh-1000xm5 headphones,15.99,5,119,3.531
I2983,U014,B0DXY833HV,S1102,view,2025-09-24 04:22:43,30,4.6,Streaming Stick Plus 2025 - 4K & HDR Roku Streaming Device for TV with Voice Remote - Free & Live TV,Streaming Devices,Roku,Discover the ultimate Item experience with Roku. The Streaming Stick Plus 2025 - 4K & HDR Roku Streaming Device f... combines sleek design with outstanding performance.,amazon fire tv stick 4k,19.0,0,103,1.069
I1324,U012,B0BTHCTP74,S4307,view,2025-09-24 04:22:43,234,3.3,"Replacement Headphone Headband Cover for Sony WH-1000XM5 Headsets,Headband Cushion (Gray Headband)",Audio & Speakers,Xberstar,Looking for the best in Item? The Replacement Headphone Headband Cover for Sony WH-1000XM5 Hea... by XBERSTAR provides exceptional value and reliability. Built to last.,sony wh-1000xm5 headphones,12.99,5,68,1.772
I1141,U017,B0DN49QCN5,S2449,cart,2025-09-24 04:22:43,13,4.0,WH-1000XM5 Noise Canceling Wireless Headphones - 30hr Battery Life - Over-Ear Style - Optimized for Alexa and Google Assistant - Built-in mic for Calls - Black,Audio & Speakers,Sony,Looking for the best in Item? The WH-1000XM5 Noise Canceling Wireless Headphones - 30hr Batter... by Sony provides exceptional value and reliability. Built to last.,sony wh-1000xm5 headphones,9165.0,20,0,3.01
I4007,U009,B0F8N9NPBY,S8938,cart,2025-09-24 04:22:43,13,4.8,"MoKo Case for All-New 6"" Kindle(11th Generation, 2024/2022 Release)/(10th Gen,2019)/Kindle(8th Gen, 2016), Ultra Lightweight PU Shell Cover with Auto Wake/Sleep for Kindle 2024, Green Flower",E-Readers,Kindle,"Looking for the best in Item? The MoKo Case for All-New 6"" Kindle(11th Generation, 2024/2022 R... by Premium Quality provides exceptional value and reliability. Built to last.",kindle paperwhite 2024,21.99,20,0,3.01
I1856,U010,B0DM7YDRK4,S6747,view,2025-09-24 04:22:43,289,4.6,"Case for Samsung Galaxy S24 Ultra Case, Curly Wave Shape Plating Frame Cute Love Heart Cover for Girls Women, Full Camera Lens Protection Soft Durable TPU Shockproof Bumper, Blue",Smartphones,Defbsc,"Upgrade your lifestyle with the DEFBSC Case for Samsung Galaxy S24 Ultra Case, Curly Wave Shape Pla.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",samsung galaxy s24 ultra,8.99,15,0,1.962
I4081,U004,B09GJMPRYW,S6546,view,2025-09-24 04:22:43,297,4.7,"Flip 6 - Portable Bluetooth Speaker, powerful sound and deep bass, IPX7 waterproof, 12 hours of playtime, JBL PartyBoost for multiple speaker pairing for home, outdoor and travel (Grey)",Audio & Speakers,Jbl,"Discover the ultimate Item experience with JBL. The Flip 6 - Portable Bluetooth Speaker, powerful sound and deep... combines sleek design with outstanding performance.",jbl flip 6 portable speaker,99.95,20,144,1.99
I1507,U003,B0D51S487S,S8354,cart,2025-09-24 04:22:43,205,4.3,"Galaxy S24 Ultra Cell Phone, 256GB AI Smartphone, Unlocked Android, 200MP, 100x Zoom Cameras, Long Battery Life, S Pen, Global Version, 2024 - Titanium Black",Smartphones,Samsung,"Looking for the best in Item? The Galaxy S24 Ultra Cell Phone, 256GB AI Smartphone, Unlocked A... by Samsung provides exceptional value and reliability. Built to last.",samsung galaxy s24 ultra,826.5,0,55,3.672
I3063,U008,B078KSHVCS,S5714,purchase,2025-09-24 04:22:43,194,4.6,"Made for Amazon, USB Power Cable (Eliminates the Need for AC Adapter)",Streaming Devices,Amazon,"Discover the ultimate Item experience with Premium Quality. The Made for Amazon, USB Power Cable (Eliminates the Need for AC... combines sleek design with outstanding performance.",amazon fire tv stick 4k,30.0,0,64,5.634
I3659,U007,B0DSCTQNPC,S5908,purchase,2025-09-24 04:22:43,219,3.3,"Knit Watch Band Compatible with ﻿Apple Watch | Stretch Ribbed Knit, Stylish, Sporty | 41mm/40mm/38mm, Series 9/8/7/6/5/4/3/2/1/SE | Green",Wearables,Sonix,Looking for the best in Item? The Knit Watch Band Compatible with ﻿Apple Watch | Stretch Ribbe... by Sonix provides exceptional value and reliability. Built to last.,apple watch series 9,19.99,20,47,5.721
I512,U001,B09LNSD4D9,S2046,view,2025-09-24 04:22:43,144,4.0,"Apple iPhone 13, 128GB, Midnight - AT&T (Renewed)",Smartphones,Apple,"Discover the ultimate Item experience with Premium Quality. The Apple iPhone 13, 128GB, Midnight - AT&T (Renewed) combines sleek design with outstanding performance.",iphone 15,260.89,15,36,1.462
I1405,U007,B0D38B6XWR,S1415,purchase,2025-09-24 04:22:43,125,4.6,"HD 620S - Audiophile Closed-Back Wired Headphones - Premium Stereo Sound with Speaker-Like Spatial Imaging and Optimized Surround, Black",Audio & Speakers,Sennheiser,Looking for the best in Item? The HD 620S - Audiophile Closed-Back Wired Headphones - Premium ... by Sennheiser provides exceptional value and reliability. Built to last.,sony wh-1000xm5 headphones,249.95,0,138,5.397
I3592,U010,B0F94LH1PR,S3723,view,2025-09-24 04:22:43,38,4.2,"5 Kids Smart Watch by Cosmo | Best Kid-Safe Phone Watch | Precision Real-Time GPS Tracking | Call, Text, Activity, School Settings | Spotify Music | Parental Controls | SOS & Safety Alerts",Wearables,Jrtrack,"Upgrade your lifestyle with the JrTrack 5 Kids Smart Watch by Cosmo | Best Kid-Safe Phone Watch | Pr.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",apple watch series 9,74.99,10,149,1.097
I3697,U005,B0C9DQMQDF,S1425,purchase,2025-09-24 04:22:43,246,4.5,"Compatible with Apple Watch Band 38mm 40mm 41mm 42mm 44mm 45mm 46mm 49mm, Rugged Velcro Strap With Three Buckle Loop Tough Nylon Band For iWatch Ultra Series 10/9/8/7/6/5/4/3/2/1/SE",Wearables,Sunfwr,Discover the ultimate Item experience with SUNFWR. The Compatible with Apple Watch Band 38mm 40mm 41mm 42mm 44mm 45... combines sleek design with outstanding performance.,apple watch series 9,13.59,20,138,5.814
I1927,U007,B0C959GPHN,S6400,view,2025-09-24 04:22:43,41,4.3,"Dell XPS 13 9320 Plus 13.4"" Laptop Intel Core i5-1240P (12-Core) 512GB PCIe SSD 16GB RAM 3.5K OLED (3456x2160) InfinityEdge Touch Win 11 PRO (Renewed) (Black)",Computers & Laptops,Dell,"Discover the ultimate Item experience with Premium Quality. The Dell XPS 13 9320 Plus 13.4"" Laptop Intel Core i5-1240P (12-C... combines sleek design with outstanding performance.",dell xps 13 laptop,8284.0,5,130,1.107
I3914,U017,B0F21M663X,S9690,cart,2025-09-24 04:22:43,108,4.2,"IPROKKO 2 Pack Anti Blue Light Screen Protector Compatible For 7"" Kindle Paperwhite 12th Gen 2024,Kobo Aura 2-High Clarity,Anti-Glare Matte Kindle Colorsoft Signature Edition Protective Film",E-Readers,Kindle,Discover the ultimate Item experience with Premium Quality. The IPROKKO 2 Pack Anti Blue Light Screen Protector Compatible F... combines sleek design with outstanding performance.,kindle paperwhite 2024,66489.0,10,69,3.338
I1464,U012,B0C4BHV8JS,S7608,view,2025-09-25 04:22:43,285,4.2,"Premium Replacement Ear Pads Cushions for Sony WH-1000xm5 Noise Canceling Headphones, with Soft-Touch Leather, Breathable Memory Foam, Long-Lasting Comfort, Easy Installation (Gray)",Audio & Speakers,Sony,"Upgrade your lifestyle with the Premium Quality Premium Replacement Ear Pads Cushions for Sony WH-1000xm5 No.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",sony wh-1000xm5 headphones,9.99,5,32,1.948
I2941,U020,B0G2KXVPXC,S2081,view,2025-09-25 04:22:43,53,4.7,Officially Licensed Naruto Shippuden Akatsuki Iconic Vinyl Sticker Gaming Skin Decal Cover Compatible With Sony PlayStation 5 PS5 Slim Digital Edition Console & DualSense Controller,Gaming,Playstation,Looking for the best in Item? The Officially Licensed Naruto Shippuden Akatsuki Iconic Vinyl S... by Premium Quality provides exceptional value and reliability. Built to last.,sony playstation 5 console,30.95,20,0,1.148
I2959,U018,B0CCJ1WXJ3,S6625,view,2025-09-25 04:22:43,209,4.0,Head Case Designs Officially Licensed The Batman Red Rain Neo-Noir and Posters Vinyl Faceplate Gaming Skin Decal Compatible With Sony PlayStation 5 PS5 Digital Edition Console and DualSense Controller,Gaming,Playstation,"Upgrade your lifestyle with the Premium Quality Head Case Designs Officially Licensed The Batman Red Rain Ne.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",sony playstation 5 console,30.95,15,43,1.686
I2418,U016,B0DFCC12ZC,S2662,view,2025-09-25 04:22:43,297,4.2,Glass Mouse Skates for Logitech MX Master 3/3s Mouse Feet Pads Smooth Durable Slim 2.5D Curved Edge Mouse Replacement Accessories (Earth Pattern),Computer Accessories,Immoenuc,Looking for the best in Item? The Glass Mouse Skates for Logitech MX Master 3/3s Mouse Feet Pa... by immoenuc provides exceptional value and reliability. Built to last.,logitech mx master 3s mouse,19.99,5,135,1.99
I1714,U014,B0CMYBCV9D,S1216,cart,2025-09-25 04:22:43,156,4.5,"Galaxy Official S24 Ultra Smart View Wallet Case, Black",Smartphones,Samsung,"Looking for the best in Item? The Galaxy Official S24 Ultra Smart View Wallet Case, Black by Samsung provides exceptional value and reliability. Built to last.",samsung galaxy s24 ultra,49.85,15,17,3.503
I3465,U013,B0DBVY3X9C,S6517,view,2025-09-25 04:22:43,91,4.4,"Handmade Double Sided Leather Bands Compatible with Apple Watch Ultra 3/2/1 Band 49mm 46mm 45mm 44mm 42mm 41mm,Men Retro Design Genuine Leather Band For iWatch Series SE 11 10 9 8 7 6 5 4 3 2 1",Wearables,Apple,Looking for the best in Item? The Handmade Double Sided Leather Bands Compatible with Apple Wa... by Premium Quality provides exceptional value and reliability. Built to last.,apple watch series 9,12.79,5,126,1.279
I2022,U008,B010DODC66,S4625,view,2025-09-25 04:22:43,95,2.8,"XPS 13 QHD 13.3 Inch Touchscreen Laptop (Intel Core i5 5200U, 8 GB RAM, 256 GB SSD, Silver) Microsoft Signature Image",Computers & Laptops,Dell,Looking for the best in Item? The XPS 13 QHD 13.3 Inch Touchscreen Laptop (Intel Core i5 5200U... by Dell provides exceptional value and reliability. Built to last.,dell xps 13 laptop,6480.0,10,138,1.293
I279,U013,B01N4FQNYW,S9151,view,2025-09-25 04:22:43,198,4.5,"USB C to Mini DisplayPort Adapter UPTab 4K@60Hz USB-C Thunderbolt 3 to MDP Adapter with Power Port for New M4 MacBook Pro/Air, iPad Pro, Mac mini M4, iMac, and More (Silver)",Computers & Laptops,Usb,"Upgrade your lifestyle with the Premium Quality USB C to Mini DisplayPort Adapter UPTab 4K@60Hz USB-C Thunde.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",mac mini m4,34.95,5,23,1.6480000000000001
I2772,U002,B0DSQWH9BR,S4951,view,2025-09-25 04:22:43,282,3.8,PlayStation Pulse Elite Wireless Headset - Midnight Black,Gaming,Playstation,Discover the ultimate Item experience with Premium Quality. The PlayStation Pulse Elite Wireless Headset - Midnight Black combines sleek design with outstanding performance.,sony playstation 5 console,129.0,10,46,1.938
I3796,U008,B0CDBYFH81,S2955,view,2025-09-25 04:22:43,21,3.9,Meebook E-Reader M7 | 6.8' Eink Carta Screen | 300PPI Smart Light | Android 11 | Ouad Core Processor | Out Speaker | Support Google Play Store | 3GB+32GB Storage | Micro-SD Slot | Gray,E-Readers,Meebook,"Upgrade your lifestyle with the Premium Quality Meebook E-Reader M7 | 6.8' Eink Carta Screen | 300PPI Smart .... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",kindle paperwhite 2024,189.0,20,77,1.038
I1733,U005,B0CTN11Y3H,S8059,view,2025-09-25 04:22:43,30,4.6,"Galaxy S24 Ultra S Pen Replacement, 0.7mm Fine Tip for Precision, Air Command Touch-Free Control, International Version - (Dark Gray)",Smartphones,Samsung,"Upgrade your lifestyle with the Samsung Galaxy S24 Ultra S Pen Replacement, 0.7mm Fine Tip for Preci.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",samsung galaxy s24 ultra,38.97,10,111,1.069
I2405,U012,B08L3CHPVW,S3180,cart,2025-09-25 04:22:43,281,4.4,"2Sets 3.0 Plus Rounded Curved Edges Mouse Feet Skates Compatible with Logitech MX Master 3 Wireless Gaming Mouse feet Replacement (0.8mm,Smooth Glide,Pure PTFE) Professional Mice Upgrade",Computer Accessories,Hotlinegames,Looking for the best in Item? The 2Sets 3.0 Plus Rounded Curved Edges Mouse Feet Skates Compat... by HOTLINEGAMES provides exceptional value and reliability. Built to last.,logitech mx master 3s mouse,10.79,10,86,3.934
I1989,U004,B09NBMVXD2,S2765,view,2025-09-25 04:22:43,33,4.5,DXGH8 7.6V 52Wh Laptop Battery Compatible with Dell XPS 13 9370 9380 0H754V FHD 13-9370-D1705S Latitude 3301 5390 5391 7400 7490 Series Notebook G8VCF P82,Computers & Laptops,Futurebatt,"Upgrade your lifestyle with the Futurebatt DXGH8 7.6V 52Wh Laptop Battery Compatible with Dell XPS 13 9.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",dell xps 13 laptop,19.97,10,34,1.079
I1063,U002,B0D7FBK7YS,S1701,view,2025-09-25 04:22:43,217,4.3,"acer Nitro XZ322QU V3 31.5"" WQHD Curved Gaming Monitor – 2560x1440, 180Hz, 1ms VRB, VA Panel, AMD FreeSync Premium, HDMI & DisplayPort, 1500R Curve, ZeroFrame Design (Renewed)",Monitors,Acer,"Upgrade your lifestyle with the Premium Quality acer Nitro XZ322QU V3 31.5"" WQHD Curved Gaming Monitor – 256.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",monitor,139.99,0,114,1.714
I2683,U013,B0CPB37B1Q,S8413,cart,2025-09-25 04:22:43,193,5.0,"Wall Mount Compatible with PS5 Original, Slim, and Pro Editions, Both Digital and Disc Versions, Metal Bracket Mounting Kit Hides Console or Mount on Wall, Works on Any Side",Gaming,Humancentric,"Looking for the best in Item? The Wall Mount Compatible with PS5 Original, Slim, and Pro Editi... by HumanCentric provides exceptional value and reliability. Built to last.",sony playstation 5 console,11.99,5,117,3.6310000000000002
I2552,U013,B0DSHYTTQW,S8688,cart,2025-09-25 04:22:43,27,4.7,Carrying Bag Gaming Mouse Storage Box Case Pouch Shockproof Waterproof Accessories Travel Fit for Logitech MX Master 2S/3S Mice,Computer Accessories,Logitech,"Upgrade your lifestyle with the Premium Quality Carrying Bag Gaming Mouse Storage Box Case Pouch Shockproof .... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",logitech mx master 3s mouse,35.71,5,78,3.059
I2603,U004,B0966NLTZS,S5656,cart,2025-09-25 04:22:43,230,4.3,"PS5 PlayStation 5 Digital Edition Gaming Console + Wireless Controller - 16GB GDDR6 RAM, 825GB SSD, 120Hz 8K Output, White",Gaming,Sony,"Upgrade your lifestyle with the Sony PS5 PlayStation 5 Digital Edition Gaming Console + Wireless .... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",sony playstation 5 console,491.9,20,103,3.759
I1434,U006,B0DFQ3YTYC,S4211,view,2025-09-25 04:22:43,21,5.0,"Hard Headphone Case Compatible with Sony WH-1000XM5, WH-1000XM4, WH-1000XM3, WH-1000XM2 Travel Carrying Bag for WH-CH710N, WH-CH700N, WH-XB900N, WH-XB910N (Pink)",Audio & Speakers,Sony,"Looking for the best in Item? The Hard Headphone Case Compatible with Sony WH-1000XM5, WH-1000... by Premium Quality provides exceptional value and reliability. Built to last.",sony wh-1000xm5 headphones,16.99,20,19,1.038
I3600,U002,B0F1F9FVW9,S1772,view,2025-09-25 04:22:43,195,4.0,Milanese Stainless Steel Band Compatible with Apple Watch Band 38mm 40mm 41mm 42mm 44mm 45mm 49mm Magnetic Loved Mark Clasp Mesh Cute Watch Band for iWatch Ultra 2 Ultra Series 10 9 8 7 6 5 4 3 2 1 SE,Wearables,Apple,Looking for the best in Item? The Milanese Stainless Steel Band Compatible with Apple Watch Ba... by Premium Quality provides exceptional value and reliability. Built to last.,apple watch series 9,10.04,0,17,1.638
I1957,U010,B0C7KSPSMQ,S5493,view,2025-09-25 04:22:43,195,3.5,"XPS 13 9315 Thin & Light Business Laptop (13.4"" FHD+, Intel 10-Core i7-1250U, 16GB LPDDR5 RAM, 512GB SSD), Long Battery Life, Thunderbolt 4, Webcam, Backlit, Fingerprint, Wi-Fi 6E, Win 11 Pro",Computers & Laptops,Dell,"Looking for the best in Item? The XPS 13 9315 Thin & Light Business Laptop (13.4"" FHD+, Intel ... by Dell provides exceptional value and reliability. Built to last.",dell xps 13 laptop,1599.0,20,0,1.638
I1209,U019,B07K5214NZ,S9700,view,2025-09-25 04:22:43,253,4.4,"Bluetooth Headphones Over-Ear, Foldable Wireless and Wired Stereo Headset Micro SD/TF, FM for Cell Phone,PC,Soft Earmuffs &Light Weight for Prolonged Wearing(Rose Gold)",Audio & Speakers,Zihnic,"Looking for the best in Item? The Bluetooth Headphones Over-Ear, Foldable Wireless and Wired S... by ZIHNIC provides exceptional value and reliability. Built to last.",sony wh-1000xm5 headphones,15.33,10,75,1.838
